no,id_wa,tanggal_daftar,nama_wilayah_adat,provinsi,kabupaten_kota,kecamatan,peta,status,kebijakan,url_detail
912,ejFZbXkyMHh5d0k,06 Mei 2015,SEMBUAN,Kalimantan Timur,KUTAI BARAT,NYUATAN,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ejFZbXkyMHh5d0k
913,UHdNZEpZWF8zUGs,15 Jul 2013,Balai kiyu,Kalimantan Selatan,HULU SUNGAI TENGAH,BATANG ALAI TIMUR,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UHdNZEpZWF8zUGs
914,WXFXSVJ5UVI2eU0,22 Apr 2012,Kesepuhan Cirompang,Banten,LEBAK,Sobang,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/WXFXSVJ5UVI2eU0
915,MldXanhsU3c2TTA,04 Mei 2015,Ketemenggungan Seberuang Sungai Segak,Kalimantan Barat,SINTANG,Sepauk,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/MldXanhsU3c2TTA
916,ZS1pbjc2YnFILWs,04 Mei 2015,Malalo (Guguak Malalo),Sumatera Barat,TANAH DATAR,Batipuh selatan,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZS1pbjc2YnFILWs
917,WFFIWWFrLThWTXc,14 Nop 2012,Kampung Engkarang,Kalimantan Barat,SINTANG,Kayan Hilir,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/WFFIWWFrLThWTXc
918,aWhjZ2hJLVR2ajQ,24 Okt 2015,Mukim Kunyet,Aceh,PIDIE,Padang Tiji,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/aWhjZ2hJLVR2ajQ
919,cG1FYVpSYXNCVEk,15 Jul 2013,Iban Menua Apan,Kalimantan Barat,KAPUAS HULU,Embaloh hulu,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/cG1FYVpSYXNCVEk
920,WkJqZjlleE5ER2c,15 Jul 2013,Menua  Ngaung Keruh,Kalimantan Barat,KAPUAS HULU,BATANG LUPAR,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/WkJqZjlleE5ER2c
921,RmJfMXB1MWp2emc,23 Apr 2015,Kampung Kelawik,Kalimantan Barat,KAPUAS HULU,Batang Lupar,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RmJfMXB1MWp2emc
922,N0lmY2FtWVhaTmM,15 Jul 2013,Pedukuan Hulu Ongkag Tanoyan,Sulawesi Utara,BOLAANG MONGONDOW,Lolayan,Ada,Tersertifikasi,Tidak Ada,https://brwa.or.id/wa/view/N0lmY2FtWVhaTmM
923,RTczU2FwZk50TXc,30 Apr 2015,Sampeong,Sulawesi Selatan,LUWU,Walenrang Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RTczU2FwZk50TXc
924,ZVlPbUdqY0FrdzA,25 Apr 2015,Tongko Rampi,Sulawesi Selatan,LUWU UTARA,Rampi,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZVlPbUdqY0FrdzA
925,NHM4UTRwLTlzbkk,24 Mar 2016,Lipu (kampung) Pohoneang,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NHM4UTRwLTlzbkk
926,R1FUSEsxWV9wNkU,23 Apr 2015,Mungkajang,Sulawesi Selatan,KOTA PALOPO,belum ada,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/R1FUSEsxWV9wNkU
927,N2dBZFY0TkpXNTQ,29 Jul 2013,Katingan Galinggang,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/N2dBZFY0TkpXNTQ
928,NlhHQ0ZqQ2VIMFU,29 Jul 2013,Katingan Melayu,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NlhHQ0ZqQ2VIMFU
929,VllxYnE2dmNvbjg,29 Jul 2013,Katingan Parupuk,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/VllxYnE2dmNvbjg
930,NFVscHhfb3hwQmc,15 Jul 2013,Katingan Tampelas,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NFVscHhfb3hwQmc
931,aUN0dFBZaWoxOE0,15 Jul 2013,Kalaru Manuah Desa Telaga,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aUN0dFBZaWoxOE0
932,YXZFNlU4UWZBZjg,15 Jul 2013,Katingan Tembang Bulan,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/YXZFNlU4UWZBZjg
933,eXFFUzgxb2xtNGM,15 Jul 2013,Katingan Tewang,Kalimantan Tengah,KATINGAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/eXFFUzgxb2xtNGM
934,RWlHMzVXTXNqX2M,24 Mar 2016,Hoyane,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/RWlHMzVXTXNqX2M
935,RkVGMlpoUVVSckk,15 Jul 2013,Lawangan Kalahien,Kalimantan Tengah,BARITO SELATAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RkVGMlpoUVVSckk
936,OGJfMFRPaF9BeXc,15 Jul 2013,Ngaju,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/OGJfMFRPaF9BeXc
937,ZnZIbGVqeUpUeFU,15 Jul 2013,Ngaju Bawan,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZnZIbGVqeUpUeFU
938,QzNtdDB3aUJoVXc,15 Jul 2013,Ngaju Jabiren,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/QzNtdDB3aUJoVXc
939,cUVMTHZzcTZZNTQ,15 Jul 2013,Ngaju Kalandan,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cUVMTHZzcTZZNTQ
940,dlZORUgtaENQXzQ,15 Jul 2013,Ngaju Katunjung,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/dlZORUgtaENQXzQ
941,MHVzVkFNTW40NDg,15 Jul 2013,Ngaju Lapetan,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/MHVzVkFNTW40NDg
942,S2ViWnZpWWtmYjQ,27 Mar 2016,Hono,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/S2ViWnZpWWtmYjQ
943,ZlctN2tMeGo5T0U,15 Jul 2013,Ngaju Lawang Uru,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZlctN2tMeGo5T0U
944,dUpVOVlzejYzRFU,15 Jul 2013,Ngaju Majahandau,Kalimantan Tengah,BARITO SELATAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/dUpVOVlzejYzRFU
945,eXNLTlZfM0VnX28,08 Nop 2015,Bure,Sulawesi Selatan,LUWU,Walenrang Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/eXNLTlZfM0VnX28
946,Y0JYaURjM0lsZkE,23 Mar 2016,Beroppa,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/Y0JYaURjM0lsZkE
947,UEpYcmktNjJyd3M,15 Jul 2013,Ngaju Mantangai Hulu,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/UEpYcmktNjJyd3M
948,WEFXTWlTbUE1aU0,15 Jul 2013,Ngaju Pangi,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/WEFXTWlTbUE1aU0
949,SWpIdFJIOVdxZW8,15 Jul 2013,Ngaju Sei Jaya,Kalimantan Tengah,BARITO SELATAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/SWpIdFJIOVdxZW8
950,WGpDd0xZNzdhOVk,15 Jul 2013,Ngaju Tarantang,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/WGpDd0xZNzdhOVk
951,ZHpkRTdId2tzSmc,15 Jul 2013,Ngaju Teluk Kajang,Kalimantan Tengah,KAPUAS,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZHpkRTdId2tzSmc
952,dHZtUE1sWS1kRUk,29 Apr 2015,Ngaju Tembang Terusan,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/dHZtUE1sWS1kRUk
953,NHpkOTc4cGdiYWc,29 Apr 2015,Ngaju Tumbang Nusa,Kalimantan Tengah,PULANG PISAU,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/NHpkOTc4cGdiYWc
954,NWtsNGR5eDY4YkE,30 Apr 2015,Amballong,Sulawesi Selatan,LUWU UTARA,Seko,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/NWtsNGR5eDY4YkE
955,Y2dzWUtmaDc4WU0,30 Apr 2015,Sei Terik,Kalimantan Timur,PASER,-,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Y2dzWUtmaDc4WU0
956,YnFoa2NpMDFMd0E,30 Apr 2015,Sayo,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/YnFoa2NpMDFMd0E
957,aHJrSjZJY2s2Zlk,30 Apr 2015,Samurangau,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/aHJrSjZJY2s2Zlk
958,TmVqSlRPeTJHb28,30 Apr 2015,Pasir Mayang,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/TmVqSlRPeTJHb28
959,TFZJRjZJbGRaT1U,30 Apr 2015,Olog,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/TFZJRjZJbGRaT1U
960,T21sWk9xVC1KMlk,29 Apr 2015,Pembuang Tanjung Hanau,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/T21sWk9xVC1KMlk
961,MGFSa181SWdJd1E,14 Nop 2012,Muluy,Kalimantan Timur,PASER,Muara Komam,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/MGFSa181SWdJd1E
962,Z2JZcm5DRnRyY3c,29 Apr 2015,Sembuluh Dua,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Z2JZcm5DRnRyY3c
963,dGZha0tOUldSM3M,30 Apr 2015,Benuaq Muara Tae Ohong Sanggokng,Kalimantan Timur,KUTAI BARAT,Siluq Ngurai,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/dGZha0tOUldSM3M
964,bWRaU3N2LUU4V0U,14 Nop 2012,Dayak Medang Long Wai,Kalimantan Timur,PASER,"Busang, Muaraancalong",Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/bWRaU3N2LUU4V0U
965,R2tjcm45VU5zZ3c,29 Apr 2015,Seruyan Cempaka Baru,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/R2tjcm45VU5zZ3c
966,ZE4zMGkyeW1wUjQ,29 Apr 2015,Seruyan Palingkau,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZE4zMGkyeW1wUjQ
967,RkRRM2J2REM5OUk,30 Apr 2015,Lembok,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/RkRRM2J2REM5OUk
968,ZnRZR1RYcmNoNEU,30 Apr 2015,Kelurahan Sepan,Kalimantan Timur,PASER,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZnRZR1RYcmNoNEU
969,ZHd5UXotQU1GQ28,15 Jul 2013,Seruyan Paren,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/ZHd5UXotQU1GQ28
970,c05rUWU5RnRnSkk,15 Jul 2013,Seruyan Telaga Baung,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/c05rUWU5RnRnSkk
971,WFNpdG52LXNxTnM,15 Jul 2013,Seruyan Ulak Batu,Kalimantan Tengah,SERUYAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/WFNpdG52LXNxTnM
972,THhEcUV5MkUzWjg,29 Apr 2015,Teboyan setalar,Kalimantan Tengah,BARITO UTARA,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/THhEcUV5MkUzWjg
973,cG5USGtidUFrR2c,29 Apr 2015,Lewu Tumbang Bahanei,Kalimantan Tengah,GUNUNG MAS,Rungan Barat,Ada,Tersertifikasi,Ada,https://brwa.or.id/wa/view/cG5USGtidUFrR2c
974,U0hoS2JpY0FnT3M,29 Apr 2015,Bakumpai Teluk Betung,Kalimantan Tengah,BARITO SELATAN,belum ada,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/U0hoS2JpY0FnT3M
975,YVBZV3JNZkFMNkk,22 Apr 2012,Kampong Amplas,Sumatera Utara,KOTA MEDAN,Medan Amplas,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/YVBZV3JNZkFMNkk
976,elNmOEk2a3FYQ2s,27 Ags 2015,Dusun Semende Banding Agung,Bengkulu,KAUR,Nasal,Ada,Teregistrasi,Tidak Ada,https://brwa.or.id/wa/view/elNmOEk2a3FYQ2s
977,cENacl9Vb1ZKMVk,22 Apr 2015,Moi kelim,Papua Barat,SORONG,"Sorong Timur, Sorong Barat, Sorong Kepulauan, Sorong Utara, Sorong, Sorong Manoi, Klawurum, Malamisimsa,  Maladummes",Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/cENacl9Vb1ZKMVk
978,Z2ItUGdjWlJNdVk,23 Apr 2015,Cek Bocek Selesek Rensuri,Nusa Tenggara Barat,SUMBAWA BARAT,Ropang,Ada,Teregistrasi,Ada,https://brwa.or.id/wa/view/Z2ItUGdjWlJNdVk
979,UG1HMW8wR3JCMjg,14 Nop 2012,Wewengkon Adat Cibedug,Banten,LEBAK,Cibeber/Citorek Barat,Ada,Terverifikasi,Ada,https://brwa.or.id/wa/view/UG1HMW8wR3JCMjg
